payment_id,invoice_id,payment_date,amount,bank_account_ref
PMT-7367,INV-5367,2024-06-30,1989.78,BA-69967057
PMT-7368,INV-5368,2024-07-10,3895.42,BA-95753514
PMT-7369,INV-5369,2024-07-08,1415.44,BA-99069522
PMT-7370,INV-5370,2024-06-25,761.37,BA-49916943
PMT-7371,INV-5371,2024-06-26,5040.36,BA-61961432
PMT-7372,INV-5372,2024-06-24,9394.93,BA-37080875
PMT-7373,INV-5373,2024-07-04,2536.1,BA-88351121
PMT-7374,INV-5374,2024-06-29,2378.34,BA-80352657
PMT-7375,INV-5375,2024-07-01,3360.07,BA-59148289
PMT-7376,INV-5376,2024-07-11,3227.9,BA-45465670
PMT-7377,INV-5377,2024-07-02,5309.2,BA-75090595
PMT-7378,INV-5378,2024-07-01,4696.81,BA-52110478
PMT-7379,INV-5379,2024-07-10,9739.23,BA-86888572
PMT-7380,INV-5380,2024-07-02,2192.17,BA-80901507
PMT-7381,INV-5381,2024-07-04,5643.99,BA-43287747
PMT-7382,INV-5382,2024-07-02,406.68,BA-41694511
PMT-7383,INV-5383,2024-07-03,3709.32,BA-51942343
PMT-7384,INV-5384,2024-07-15,2675.75,BA-93742074
PMT-7385,INV-5385,2024-06-30,1228.72,BA-16118140
PMT-7386,INV-5386,2024-07-11,3898.75,BA-26151306
PMT-7387,INV-5387,2024-07-03,3342.86,BA-20551530
PMT-7388,INV-5388,2024-07-05,1595.71,BA-29033755
PMT-7389,INV-5389,2024-07-10,5253.97,BA-55509142
PMT-7390,INV-5390,2024-07-13,1541.48,BA-45331886
PMT-7391,INV-5391,2024-06-28,3165.85,BA-40122122
PMT-7392,INV-5392,2024-07-12,7272.68,BA-77854192
PMT-7393,INV-5393,2024-06-27,1020.87,BA-77997185
PMT-7394,INV-5394,2024-07-11,750.37,BA-20501465
PMT-7395,INV-5395,2024-06-29,2517.07,BA-74291655
PMT-7396,INV-5396,2024-06-29,4972.84,BA-25018030
PMT-7397,INV-5397,2024-07-14,3139.07,BA-91248554
PMT-7398,INV-5398,2024-07-10,11979.93,BA-27344259
PMT-7399,INV-5399,2024-07-01,1694.1,BA-37377253
PMT-7400,INV-5400,2024-07-07,9652.71,BA-73690921
PMT-7401,INV-5401,2024-07-11,1007.84,BA-69812891
PMT-7402,INV-5402,2024-07-02,168.82,BA-95039187
PMT-7403,INV-5403,2024-07-04,2557.78,BA-60928773
PMT-7404,INV-5404,2024-07-15,4814.85,BA-41178333
PMT-7405,INV-5405,2024-07-08,1181.07,BA-20089226
PMT-7406,INV-5406,2024-07-11,792.24,BA-31466432
PMT-7407,INV-5407,2024-07-05,1667.34,BA-53513763
PMT-7408,INV-5408,2024-07-04,942.08,BA-19246924
PMT-7409,INV-5409,2024-07-05,979.04,BA-13740078
PMT-7410,INV-5410,2024-07-03,1260.18,BA-69072565
PMT-7411,INV-5411,2024-07-11,941.12,BA-96375111
PMT-7412,INV-5412,2024-07-09,4805.72,BA-93923346
PMT-7413,INV-5413,2024-07-11,5581.24,BA-56125647
PMT-7414,INV-5414,2024-07-07,685.44,BA-65353685
PMT-7415,INV-5415,2024-07-07,5029.53,BA-70392668
PMT-7416,INV-5416,2024-07-03,4713.82,BA-70169425
PMT-7417,INV-5417,2024-07-04,263.16,BA-98484973
PMT-7418,INV-5418,2024-07-12,2383.51,BA-98049228
PMT-7419,INV-5419,2024-06-30,2314.01,BA-71381128
PMT-7420,INV-5420,2024-07-02,1543.52,BA-75627516
PMT-7421,INV-5421,2024-07-04,3857.92,BA-17283315
PMT-7422,INV-5422,2024-07-16,3654.31,BA-25828058
PMT-7423,INV-5423,2024-07-08,4875.56,BA-95421789
PMT-7424,INV-5424,2024-07-02,6107.49,BA-13137377
PMT-7425,INV-5425,2024-07-15,5147.07,BA-51963013
PMT-7426,INV-5426,2024-07-08,4596.84,BA-21313160
PMT-7427,INV-5427,2024-07-04,6374.65,BA-90546652
PMT-7428,INV-5428,2024-07-12,531.31,BA-38163874
PMT-7429,INV-5429,2024-07-14,6128.09,BA-37543972
PMT-7430,INV-5430,2024-07-13,2174.09,BA-91248554
PMT-7431,INV-5431,2024-07-17,1020.96,BA-40432459
PMT-7432,INV-5432,2024-07-14,6375.65,BA-36778888
PMT-7433,INV-5433,2024-07-14,10032.53,BA-27344259
PMT-7434,INV-5434,2024-07-07,1455.06,BA-67917877
PMT-7435,INV-5435,2024-07-14,4066.82,BA-59217612
PMT-7436,INV-5436,2024-07-15,2729.89,BA-17912728
PMT-7437,INV-5437,2024-07-05,1307.69,BA-61249253
PMT-7438,INV-5438,2024-07-14,2467.61,BA-61780050
PMT-7439,INV-5439,2024-07-17,1526.15,BA-76061022
PMT-7440,INV-5440,2024-07-15,1473.66,BA-66515256
PMT-7441,INV-5441,2024-07-03,2772.27,BA-52171205
PMT-7442,INV-5442,2024-07-15,1508.4,BA-16274341
PMT-7443,INV-5443,2024-07-04,1091.82,BA-96676696
PMT-7444,INV-5444,2024-07-06,3299.52,BA-69971013
PMT-7445,INV-5445,2024-07-01,5042.72,BA-66692038
PMT-7446,INV-5446,2024-07-11,3116.13,BA-45052250
PMT-7447,INV-5447,2024-07-12,2100.55,BA-84550146
PMT-7448,INV-5448,2024-07-02,2743.45,BA-42033077
PMT-7449,INV-5449,2024-07-12,534.19,BA-64152216
PMT-7450,INV-5450,2024-07-03,6827.29,BA-11168389
PMT-7451,INV-5451,2024-07-11,916.61,BA-18851446
PMT-7452,INV-5452,2024-07-13,1362.65,BA-29647200
PMT-7453,INV-5453,2024-07-10,3977.4,BA-10481904
PMT-7454,INV-5454,2024-07-11,1055.39,BA-47500018
PMT-7455,INV-5455,2024-07-12,3842.28,BA-96261858
PMT-7456,INV-5456,2024-07-04,3123.75,BA-51309941
PMT-7457,INV-5457,2024-07-14,1034.09,BA-48808820
PMT-7458,INV-5458,2024-07-18,5413.19,BA-81658059
PMT-7459,INV-5459,2024-07-17,4209.57,BA-16252221
PMT-7460,INV-5460,2024-06-30,1912.66,BA-57864027
PMT-7461,INV-5461,2024-07-01,5599.48,BA-71095168
PMT-7462,INV-5462,2024-07-16,1138.12,BA-97366946
PMT-7463,INV-5463,2024-07-12,2601.28,BA-78851172
PMT-7464,INV-5464,2024-07-17,1351.27,BA-34556192
PMT-7465,INV-5465,2024-07-13,2853.52,BA-55372513
PMT-7466,INV-5466,2024-07-14,5403.73,BA-32160892
PMT-7467,INV-5467,2024-07-10,3988.98,BA-90982378
PMT-7468,INV-5468,2024-07-06,876.56,BA-38283069
PMT-7469,INV-5469,2024-07-18,4993.45,BA-98027796
PMT-7470,INV-5470,2024-07-01,6664.13,BA-31910577
PMT-7471,INV-5471,2024-07-05,2239.17,BA-77470852
PMT-7472,INV-5472,2024-07-12,793.28,BA-98428371
PMT-7473,INV-5473,2024-07-13,2523.13,BA-95405246
PMT-7474,INV-5474,2024-07-11,2989.3,BA-26286981
PMT-7475,INV-5475,2024-07-19,5007.08,BA-55330357
PMT-7476,INV-5476,2024-07-19,4868.63,BA-76864005
PMT-7477,INV-5477,2024-07-08,3776.46,BA-77695536
PMT-7478,INV-5478,2024-07-11,5710.43,BA-13559020
PMT-7479,INV-5479,2024-07-07,3716.75,BA-67612248
PMT-7480,INV-5480,2024-07-21,1502.97,BA-79270678
PMT-7481,INV-5481,2024-07-21,5307.73,BA-72513496
PMT-7482,INV-5482,2024-07-16,2967.49,BA-22374072
PMT-7483,INV-5483,2024-07-09,2847.43,BA-24040355
PMT-7484,INV-5484,2024-07-13,5645.53,BA-25238985
PMT-7485,INV-5485,2024-07-07,2986.88,BA-82616531
PMT-7486,INV-5486,2024-07-08,3033.46,BA-11527375
PMT-7487,INV-5487,2024-07-04,3542.57,BA-73514358
PMT-7488,INV-5488,2024-07-14,3341.07,BA-81658059
PMT-7489,INV-5489,2024-07-19,6937.77,BA-34256684
PMT-7490,INV-5490,2024-07-18,2992.05,BA-83097205
PMT-7491,INV-5491,2024-07-19,3278.22,BA-43287747
PMT-7492,INV-5492,2024-07-12,2302.73,BA-68526005
PMT-7493,INV-5493,2024-07-15,2315.84,BA-23696006
PMT-7494,INV-5494,2024-07-20,3918.38,BA-97232433
PMT-7495,INV-5495,2024-07-04,6762.94,BA-17845626
PMT-7496,INV-5496,2024-07-15,7975.04,BA-12695323
PMT-7497,INV-5497,2024-07-22,5182.98,BA-18329487
PMT-7498,INV-5498,2024-07-22,1205.09,BA-17330681
PMT-7499,INV-5499,2024-07-15,1872.08,BA-73375475
PMT-7500,INV-5500,2024-07-20,4207.72,BA-81924865
PMT-7501,INV-5501,2024-07-08,612.2,BA-31783965
PMT-7502,INV-5502,2024-07-15,5096.95,BA-32329304
PMT-7503,INV-5503,2024-07-13,2300.0,BA-95433834
PMT-7504,INV-5504,2024-07-17,8148.0,BA-75743113
PMT-7505,INV-5505,2024-07-23,212.05,BA-74477539
PMT-7506,INV-5506,2024-07-13,2592.48,BA-24197559
PMT-7507,INV-5507,2024-07-05,1453.17,BA-22309529
PMT-7508,INV-5508,2024-07-16,5768.01,BA-85506730
PMT-7509,INV-5509,2024-07-17,3893.92,BA-58775543
PMT-7510,INV-5510,2024-07-07,4595.37,BA-62571125
PMT-7511,INV-5511,2024-07-16,6286.86,BA-76179637
PMT-7512,INV-5512,2024-07-23,2725.17,BA-60496650
PMT-7513,INV-5513,2024-07-06,2055.31,BA-80881649
PMT-7514,INV-5514,2024-07-14,10774.85,BA-32555071
PMT-7515,INV-5515,2024-07-16,2185.99,BA-81924865
PMT-7516,INV-5516,2024-07-15,1124.76,BA-30302435
PMT-7517,INV-5517,2024-07-21,6394.27,BA-19410210
PMT-7518,INV-5518,2024-07-11,7491.73,BA-27087436
PMT-7519,INV-5519,2024-07-18,1351.42,BA-37643310
PMT-7520,INV-5520,2024-07-06,1325.8,BA-57261417
PMT-7521,INV-5521,2024-07-08,1883.22,BA-16458167
PMT-7522,INV-5522,2024-07-12,7466.43,BA-51432906
PMT-7523,INV-5523,2024-07-12,2420.43,BA-86368509
PMT-7524,INV-5524,2024-07-07,337.09,BA-61482749
PMT-7525,INV-5525,2024-07-10,468.51,BA-42878944
PMT-7526,INV-5526,2024-07-10,328.32,BA-50772964
PMT-7527,INV-5527,2024-07-15,3028.96,BA-52164119
PMT-7528,INV-5528,2024-07-13,4891.01,BA-93256282
PMT-7529,INV-5529,2024-07-13,7902.61,BA-72590981
PMT-7530,INV-5530,2024-07-07,11385.88,BA-26516391
PMT-7531,INV-5531,2024-07-19,3962.95,BA-99286495
PMT-7532,INV-5532,2024-07-14,3424.53,BA-20014369
PMT-7533,INV-5533,2024-07-09,344.64,BA-64354615
PMT-7534,INV-5534,2024-07-09,539.98,BA-17295858
PMT-7535,INV-5535,2024-07-10,2763.28,BA-80025708
PMT-7536,INV-5536,2024-07-23,3688.73,BA-82687908
PMT-7537,INV-5537,2024-07-23,3089.67,BA-95091360
PMT-7538,INV-5538,2024-07-09,1063.98,BA-66242348
PMT-7539,INV-5539,2024-07-11,7706.58,BA-62897893
PMT-7540,INV-5540,2024-07-20,1275.84,BA-21397668
PMT-7541,INV-5541,2024-07-13,1058.68,BA-36752197
PMT-7542,INV-5542,2024-07-08,7091.48,BA-53841444
PMT-7543,INV-5543,2024-07-22,8911.07,BA-31143713
PMT-7544,INV-5544,2024-07-19,11162.04,BA-77330181
PMT-7545,INV-5545,2024-07-20,3373.75,BA-80228705
PMT-7546,INV-5546,2024-07-09,4331.75,BA-41007578
PMT-7547,INV-5547,2024-07-12,4484.93,BA-31669330
PMT-7548,INV-5548,2024-07-11,3561.71,BA-42518840
PMT-7549,INV-5549,2024-07-16,178.59,BA-37216185
PMT-7550,INV-5550,2024-07-08,3308.78,BA-99394078
PMT-7551,INV-5551,2024-07-09,911.78,BA-14417590
PMT-7552,INV-5552,2024-07-08,793.56,BA-62148384
PMT-7553,INV-5553,2024-07-12,4357.78,BA-35493421
PMT-7554,INV-5554,2024-07-10,2145.37,BA-73375475
PMT-7555,INV-5555,2024-07-08,821.71,BA-84903659
PMT-7556,INV-5556,2024-07-07,9685.27,BA-59773788
PMT-7557,INV-5557,2024-07-17,9821.01,BA-77268607
PMT-7558,INV-5558,2024-07-13,2466.34,BA-45052250
PMT-7559,INV-5559,2024-07-11,3118.48,BA-45052250
PMT-7560,INV-5560,2024-07-22,6877.97,BA-58413585
PMT-7561,INV-5561,2024-07-13,2409.77,BA-50710220
PMT-7562,INV-5562,2024-07-11,1064.61,BA-60407838
PMT-7563,INV-5563,2024-07-13,1551.89,BA-26998722
PMT-7564,INV-5564,2024-07-14,2111.64,BA-23405276
PMT-7565,INV-5565,2024-07-19,3345.18,BA-27241056
PMT-7566,INV-5566,2024-07-14,317.26,BA-53041479
PMT-7567,INV-5567,2024-07-19,880.89,BA-92083983
PMT-7568,INV-5568,2024-07-11,3097.21,BA-24371507
PMT-7569,INV-5569,2024-07-21,8641.32,BA-48081562
PMT-7570,INV-5570,2024-07-18,374.98,BA-65463927
PMT-7571,INV-5571,2024-07-20,3480.76,BA-96676696
PMT-7572,INV-5572,2024-07-21,3363.8,BA-22175495
PMT-7573,INV-5573,2024-07-16,2724.85,BA-34556192
PMT-7574,INV-5574,2024-07-15,646.9,BA-87492016
PMT-7575,INV-5575,2024-07-23,1863.68,BA-40677423
PMT-7576,INV-5576,2024-07-08,3301.96,BA-47393548
PMT-7577,INV-5577,2024-07-13,3146.93,BA-56911734
PMT-7578,INV-5578,2024-07-13,2467.85,BA-96375111
PMT-7579,INV-5579,2024-07-13,6310.09,BA-67511393
PMT-7580,INV-5580,2024-07-14,1267.95,BA-34669572
PMT-7581,INV-5581,2024-07-22,14191.7,BA-13137377
PMT-7582,INV-5582,2024-07-12,1664.88,BA-91907998
PMT-7583,INV-5583,2024-07-25,3949.61,BA-31970008
PMT-7584,INV-5584,2024-07-27,3132.08,BA-68551241
PMT-7585,INV-5585,2024-07-12,3488.95,BA-93425548
PMT-7586,INV-5586,2024-07-25,2699.34,BA-53393824
PMT-7587,INV-5587,2024-07-28,3284.11,BA-81340400
PMT-7588,INV-5588,2024-07-29,7257.7,BA-90491079
PMT-7589,INV-5589,2024-07-11,4727.67,BA-45456120
PMT-7590,INV-5590,2024-07-25,1046.39,BA-65353685
PMT-7591,INV-5591,2024-07-25,2185.2,BA-83587246
PMT-7592,INV-5592,2024-07-11,4652.97,BA-25238985
PMT-7593,INV-5593,2024-07-21,9805.15,BA-63128543
PMT-7594,INV-5594,2024-07-24,2528.94,BA-45052250
PMT-7595,INV-5595,2024-07-28,2185.02,BA-46395401
PMT-7596,INV-5596,2024-07-16,3722.25,BA-78259917
PMT-7597,INV-5597,2024-07-13,3272.63,BA-68974969
PMT-7598,INV-5598,2024-07-29,1217.91,BA-53922648
PMT-7599,INV-5599,2024-07-28,4848.02,BA-41433295
PMT-7600,INV-5600,2024-07-16,2578.06,BA-34127884
PMT-7601,INV-5601,2024-07-27,1790.15,BA-92809450
PMT-7602,INV-5602,2024-07-17,4226.58,BA-77854192
PMT-7603,INV-5603,2024-07-24,1482.96,BA-20855878
PMT-7604,INV-5604,2024-07-17,2059.09,BA-55362865
PMT-7605,INV-5605,2024-07-12,976.57,BA-28085664
PMT-7606,INV-5606,2024-07-28,11242.44,BA-33024522
PMT-7607,INV-5607,2024-07-28,1432.16,BA-48535209
PMT-7608,INV-5608,2024-07-12,5735.29,BA-64310997
PMT-7609,INV-5609,2024-07-23,3075.59,BA-93066261
PMT-7610,INV-5610,2024-07-25,5127.19,BA-37543830
PMT-7611,INV-5611,2024-07-18,935.02,BA-24624046
PMT-7612,INV-5612,2024-07-30,2470.85,BA-18435817
PMT-7613,INV-5613,2024-07-24,641.55,BA-30926211
PMT-7614,INV-5614,2024-07-25,1206.48,BA-25951364
PMT-7615,INV-5615,2024-07-22,1400.88,BA-12437810
PMT-7616,INV-5616,2024-07-27,2782.59,BA-46969722
PMT-7617,INV-5617,2024-07-30,1362.99,BA-42301241
PMT-7618,INV-5618,2024-07-18,2935.49,BA-95442367
PMT-7619,INV-5619,2024-07-23,5520.77,BA-30287103
PMT-7620,INV-5620,2024-07-25,6939.59,BA-11573248
PMT-7621,INV-5621,2024-07-19,2056.41,BA-84231009
PMT-7622,INV-5622,2024-07-21,4295.24,BA-16611207
PMT-7623,INV-5623,2024-07-19,340.86,BA-40682998
PMT-7624,INV-5624,2024-07-13,3196.53,BA-18435817
PMT-7625,INV-5625,2024-07-31,3655.79,BA-22340236
PMT-7626,INV-5626,2024-07-23,5812.38,BA-38636938
PMT-7627,INV-5627,2024-07-23,3237.68,BA-45951526
PMT-7628,INV-5628,2024-07-30,2229.92,BA-67511393
PMT-7629,INV-5629,2024-07-21,4639.62,BA-81988473
PMT-7630,INV-5630,2024-07-23,592.87,BA-94677401
PMT-7631,INV-5631,2024-07-18,4987.58,BA-80490681
PMT-7632,INV-5632,2024-07-31,8835.64,BA-29434667
PMT-7633,INV-5633,2024-07-30,2895.11,BA-44305229
PMT-7634,INV-5634,2024-07-28,2704.91,BA-78203564
PMT-7635,INV-5635,2024-07-21,11516.81,BA-24615023
PMT-7636,INV-5636,2024-07-15,984.25,BA-73520992
PMT-7637,INV-5637,2024-07-28,576.86,BA-24130669
PMT-7638,INV-5638,2024-07-14,1793.71,BA-75551200
PMT-7639,INV-5639,2024-07-17,726.56,BA-57261417
PMT-7640,INV-5640,2024-07-26,5195.12,BA-62148384
PMT-7641,INV-5641,2024-07-16,4174.86,BA-80901507
PMT-7642,INV-5642,2024-08-01,4411.33,BA-59982352
PMT-7643,INV-5643,2024-07-27,2474.24,BA-39679134
PMT-7644,INV-5644,2024-07-23,3740.06,BA-19246924
PMT-7645,INV-5645,2024-08-01,4983.04,BA-35729775
PMT-7646,INV-5646,2024-07-30,7191.8,BA-12695323
PMT-7647,INV-5647,2024-07-27,3325.89,BA-46549455
PMT-7648,INV-5648,2024-07-14,627.86,BA-57865963
PMT-7649,INV-5649,2024-07-16,1191.52,BA-30047826
PMT-7650,INV-5650,2024-08-01,2464.46,BA-52171205
PMT-7651,INV-5651,2024-07-18,2839.86,BA-94015441
PMT-7652,INV-5652,2024-07-17,534.07,BA-24343810
PMT-7653,INV-5653,2024-07-26,1956.62,BA-18427393
PMT-7654,INV-5654,2024-07-22,350.62,BA-89251917
PMT-7655,INV-5655,2024-07-17,4148.28,BA-14547848
PMT-7656,INV-5656,2024-07-27,2748.46,BA-58288736
PMT-7657,INV-5657,2024-07-28,4832.19,BA-30926211
PMT-7658,INV-5658,2024-07-22,5762.08,BA-21038203
PMT-7659,INV-5659,2024-07-16,6102.89,BA-48563325
PMT-7660,INV-5660,2024-07-29,2421.52,BA-55007604
PMT-7661,INV-5661,2024-07-26,2633.0,BA-85893910
PMT-7662,INV-5662,2024-07-18,4335.7,BA-93697774
PMT-7663,INV-5663,2024-07-16,1266.25,BA-95512782
PMT-7664,INV-5664,2024-07-30,8827.91,BA-32329304
PMT-7665,INV-5665,2024-07-24,2702.45,BA-15210005
PMT-7666,INV-5666,2024-07-21,4461.21,BA-35593109
PMT-7667,INV-5667,2024-07-17,1617.58,BA-91028420
PMT-7668,INV-5668,2024-07-23,2325.43,BA-76716382
PMT-7669,INV-5669,2024-07-23,4114.97,BA-21446078
PMT-7670,INV-5670,2024-07-26,2037.97,BA-35444081
PMT-7671,INV-5671,2024-07-21,1021.43,BA-27050801
PMT-7672,INV-5672,2024-07-31,9115.63,BA-93208009
PMT-7673,INV-5673,2024-08-03,197.79,BA-97366946
PMT-7674,INV-5674,2024-08-03,463.43,BA-93479287
PMT-7675,INV-5675,2024-07-31,6937.59,BA-26799506
PMT-7676,INV-5676,2024-08-05,2938.76,BA-59958791
PMT-7677,INV-5677,2024-07-26,1943.11,BA-18071217
PMT-7678,INV-5678,2024-08-01,1999.97,BA-10481904
PMT-7679,INV-5679,2024-07-28,788.65,BA-37216185
PMT-7680,INV-5680,2024-07-30,3126.85,BA-55166387
PMT-7681,INV-5681,2024-08-02,702.02,BA-66242348
PMT-7682,INV-5682,2024-07-21,4301.55,BA-24708658
PMT-7683,INV-5683,2024-07-19,6236.61,BA-73852141
PMT-7684,INV-5684,2024-07-22,2590.66,BA-60110092
PMT-7685,INV-5685,2024-07-27,3306.01,BA-17933677
PMT-7686,INV-5686,2024-07-19,3484.41,BA-61961432
PMT-7687,INV-5687,2024-08-04,10389.6,BA-37267733
PMT-7688,INV-5688,2024-07-22,4742.72,BA-62608350
PMT-7689,INV-5689,2024-07-29,5605.86,BA-26998722
PMT-7690,INV-5690,2024-07-30,2614.92,BA-11991036
PMT-7691,INV-5691,2024-07-26,6191.12,BA-71325367
PMT-7692,INV-5692,2024-07-27,185.11,BA-81742291
PMT-7693,INV-5693,2024-08-04,2347.22,BA-89935804
PMT-7694,INV-5694,2024-07-20,2220.9,BA-55896454
PMT-7695,INV-5695,2024-08-02,5610.83,BA-72590981
PMT-7696,INV-5696,2024-08-03,1858.29,BA-30720316
PMT-7697,INV-5697,2024-07-19,5706.69,BA-95421131
PMT-7698,INV-5698,2024-07-21,3205.48,BA-60496650
PMT-7699,INV-5699,2024-07-21,3672.71,BA-17533716
PMT-7700,INV-5700,2024-07-20,3698.22,BA-26864695
PMT-7701,INV-5701,2024-07-25,867.84,BA-40677423
PMT-7702,INV-5702,2024-08-02,9486.14,BA-42284650
PMT-7703,INV-5703,2024-08-03,3262.26,BA-41132723
PMT-7704,INV-5704,2024-07-21,1340.89,BA-25146464
PMT-7705,INV-5705,2024-07-28,2076.46,BA-79948760
PMT-7706,INV-5706,2024-07-29,4346.25,BA-69319824
PMT-7707,INV-5707,2024-07-24,1943.0,BA-75745233
PMT-7708,INV-5708,2024-07-23,4072.88,BA-80848359
PMT-7709,INV-5709,2024-07-22,3289.3,BA-99177643
PMT-7710,INV-5710,2024-07-24,1021.89,BA-84231009
PMT-7711,INV-5711,2024-08-04,6380.75,BA-94372371
PMT-7712,INV-5712,2024-07-27,2711.65,BA-12259115
PMT-7713,INV-5713,2024-07-29,798.3,BA-12426922
PMT-7714,INV-5714,2024-07-24,1644.12,BA-34556192
PMT-7715,INV-5715,2024-07-24,23425.64,BA-58413585
PMT-7716,INV-5716,2024-07-26,9776.1,BA-93208009
PMT-7717,INV-5717,2024-08-04,2240.04,BA-45052250
PMT-7718,INV-5718,2024-07-27,9088.91,BA-13137377
PMT-7719,INV-5719,2024-07-28,3938.94,BA-51554798
PMT-7720,INV-5720,2024-07-28,10757.13,BA-17626596
PMT-7721,INV-5721,2024-07-21,1198.55,BA-95442367
PMT-7722,INV-5722,2024-07-27,2722.54,BA-67511393
PMT-7723,INV-5723,2024-07-25,8863.91,BA-14535640
PMT-7724,INV-5724,2024-07-29,2256.72,BA-63198298
PMT-7725,INV-5725,2024-07-22,1500.98,BA-63428001
PMT-7726,INV-5726,2024-08-01,523.66,BA-76365510
PMT-7727,INV-5727,2024-08-06,4185.56,BA-51309941
PMT-7728,INV-5728,2024-08-03,352.04,BA-79988171
PMT-7729,INV-5729,2024-07-26,3321.1,BA-44676165
PMT-7730,INV-5730,2024-07-23,5700.25,BA-70584027
PMT-7731,INV-5731,2024-08-02,5328.0,BA-87578838
PMT-7732,INV-5732,2024-08-04,3827.24,BA-80338909
PMT-7733,INV-5733,2024-07-30,1630.32,BA-12158188
PMT-7734,INV-5734,2024-07-21,1540.38,BA-21754281
PMT-7735,INV-5735,2024-08-01,1711.98,BA-19719255
PMT-7736,INV-5736,2024-07-27,1142.49,BA-26843185
PMT-7737,INV-5737,2024-08-03,7236.68,BA-96290869
PMT-7738,INV-5738,2024-08-04,425.58,BA-83589642
PMT-7739,INV-5739,2024-08-05,3395.84,BA-45405683
PMT-7740,INV-5740,2024-07-26,742.83,BA-76640001
PMT-7741,INV-5741,2024-07-28,3622.06,BA-97335137
PMT-7742,INV-5742,2024-07-25,5255.62,BA-60407838
PMT-7743,INV-5743,2024-08-05,9486.92,BA-93208009
PMT-7744,INV-5744,2024-07-24,4327.9,BA-55330357
PMT-7745,INV-5745,2024-08-07,1343.53,BA-91028420
PMT-7746,INV-5746,2024-07-31,1796.18,BA-97572805
PMT-7747,INV-5747,2024-08-02,3534.61,BA-90035139
PMT-7748,INV-5748,2024-07-26,2917.17,BA-88198558
PMT-7749,INV-5749,2024-07-25,3519.3,BA-28974291
PMT-7750,INV-5750,2024-08-05,6752.16,BA-25905184
PMT-7751,INV-5751,2024-08-05,5239.07,BA-16957919
PMT-7752,INV-5752,2024-08-05,4589.15,BA-77470852
PMT-7753,INV-5753,2024-07-29,6681.9,BA-62790744
PMT-7754,INV-5754,2024-08-08,2092.72,BA-33858409
PMT-7755,INV-5755,2024-08-01,2806.36,BA-96513477
PMT-7756,INV-5756,2024-07-24,3773.88,BA-97572805
PMT-7757,INV-5757,2024-08-07,2557.48,BA-95117226
PMT-7758,INV-5758,2024-08-05,2959.94,BA-48569489
PMT-7759,INV-5759,2024-08-08,4679.62,BA-16815618
PMT-7760,INV-5760,2024-07-31,5544.66,BA-22843161
PMT-7761,INV-5761,2024-07-26,9918.05,BA-31667923
PMT-7762,INV-5762,2024-08-01,1179.54,BA-97366946
PMT-7763,INV-5763,2024-07-25,8623.9,BA-33651543
PMT-7764,INV-5764,2024-08-02,3719.56,BA-12871813
PMT-7765,INV-5765,2024-08-03,2414.8,BA-77507631
PMT-7766,INV-5766,2024-07-25,5697.17,BA-94876303
PMT-7767,INV-5767,2024-07-26,3054.04,BA-39241460
PMT-7768,INV-5768,2024-08-06,4289.29,BA-26262455
PMT-7769,INV-5769,2024-08-09,4752.0,BA-98041023
PMT-7770,INV-5770,2024-07-31,1987.74,BA-95433834
PMT-7771,INV-5771,2024-08-01,2091.76,BA-23357223
PMT-7772,INV-5772,2024-08-03,4590.7,BA-94160208
PMT-7773,INV-5773,2024-08-09,1246.96,BA-96375111
PMT-7774,INV-5774,2024-08-08,4757.0,BA-49521671
PMT-7775,INV-5775,2024-07-27,1959.05,BA-27344259
PMT-7776,INV-5776,2024-08-01,1126.72,BA-86368509
PMT-7777,INV-5777,2024-07-22,4718.19,BA-91628191
PMT-7778,INV-5778,2024-08-01,1159.91,BA-98484973
PMT-7779,INV-5779,2024-07-28,2904.73,BA-37216185
PMT-7780,INV-5780,2024-08-08,915.21,BA-60928773
PMT-7781,INV-5781,2024-07-28,642.87,BA-97366946
PMT-7782,INV-5782,2024-08-03,577.47,BA-55896454
PMT-7783,INV-5783,2024-08-08,2010.55,BA-82416196
PMT-7784,INV-5784,2024-08-05,2166.04,BA-85474812
PMT-7785,INV-5785,2024-08-12,5492.16,BA-98358257
PMT-7786,INV-5786,2024-08-05,2826.3,BA-53513763
PMT-7787,INV-5787,2024-08-09,6967.04,BA-89822539
PMT-7788,INV-5788,2024-07-31,5009.03,BA-36467949
PMT-7789,INV-5789,2024-08-11,1063.48,BA-59106734
PMT-7790,INV-5790,2024-07-30,4309.9,BA-45456120
PMT-7791,INV-5791,2024-08-05,3749.92,BA-66673996
PMT-7792,INV-5792,2024-07-31,4465.68,BA-66444871
PMT-7793,INV-5793,2024-07-31,5915.75,BA-22134061
PMT-7794,INV-5794,2024-08-03,3813.03,BA-93425548
PMT-7795,INV-5795,2024-08-03,450.56,BA-68013314
PMT-7796,INV-5796,2024-08-01,2780.63,BA-57865963
PMT-7797,INV-5797,2024-08-13,8653.08,BA-13137377
PMT-7798,INV-5798,2024-07-28,4809.68,BA-71325367
PMT-7799,INV-5799,2024-08-08,2275.4,BA-21420815
PMT-7800,INV-5800,2024-07-26,2422.75,BA-73375475
PMT-7801,INV-5801,2024-08-01,5869.9,BA-73093067
PMT-7802,INV-5802,2024-08-12,5562.22,BA-23618316
PMT-7803,INV-5803,2024-07-28,3369.04,BA-23624701
PMT-7804,INV-5804,2024-08-01,3817.3,BA-91615514
